Player,name,points_last_round,avg_points,TOG,T,TS,G,FG,TA,LB,LBA,TCK,TB,MT,OFG,OFH,ER,TO,FTF,MG,KM,KD,PC,SB,SO,FDO,SAI,EFIG,name,points_last_round,avg_points,TOG,T,TS,G,FG,TA,LB,LBA,TCK,TB,MT,OFG,OFH,ER,TO,FTF,MG,KM,KD,PC,SB,SO,FDO,SAI,EFIG,name,points_last_round,avg_points,TOG,T,TS,G,FG,TA,LB,LBA,TCK,TB,MT,OFG,OFH,ER,TO,FTF,MG,KM,KD,PC,SB,SO,FDO,SAI,EFIG,name,points_last_round,avg_points,TOG,T,TS,G,FG,TA,LB,LBA,TCK,TB,MT,OFG,OFH,ER,TO,FTF,MG,KM,KD,PC,SB,SO,FDO,SAI,EFIG,name,points_last_round,avg_points,TOG,T,TS,G,FG,TA,LB,LBA,TCK,TB,MT,OFG,OFH,ER,TO,FTF,MG,KM,KD,PC,SB,SO,FDO,SAI,EFIG,name,points_last_round,avg_points,TOG,T,TS,G,FG,TA,LB,LBA,TCK,TB,MT,OFG,OFH,ER,TO,FTF,MG,KM,KD,PC,SB,SO,FDO,SAI,EFIG,name,points_last_round,avg_points,TOG,T,TS,G,FG,TA,LB,LBA,TCK,TB,MT,OFG,OFH,ER,TO,FTF,MG,KM,KD,PC,SB,SO,FDO,SAI,EFIG,name,points_last_round,avg_points,TOG,T,TS,G,FG,TA,LB,LBA,TCK,TB,MT,OFG,OFH,ER,TO,FTF,MG,KM,KD,PC,SB,SO,FDO,SAI,EFIG,name,points_last_round,avg_points,TOG,T,TS,G,FG,TA,LB,LBA,TCK,TB,MT,OFG,OFH,ER,TO,FTF,MG,KM,KD,PC,SB,SO,FDO,SAI,EFIG,name,points_last_round,avg_points,TOG,T,TS,G,FG,TA,LB,LBA,TCK,TB,MT,OFG,OFH,ER,TO,FTF,MG,KM,KD,PC,SB,SO,FDO,SAI,EFIG,name,points_last_round,avg_points,TOG,T,TS,G,FG,TA,LB,LBA,TCK,TB,MT,OFG,OFH,ER,TO,FTF,MG,KM,KD,PC,SB,SO,FDO,SAI,EFIG,name,points_last_round,avg_points,TOG,T,TS,G,FG,TA,LB,LBA,TCK,TB,MT,OFG,OFH,ER,TO,FTF,MG,KM,KD,PC,SB,SO,FDO,SAI,EFIG,name,points_last_round,avg_points,TOG,T,TS,G,FG,TA,LB,LBA,TCK,TB,MT,OFG,OFH,ER,TO,FTF,MG,KM,KD,PC,SB,SO,FDO,SAI,EFIG,name,points_last_round,avg_points,TOG,T,TS,G,FG,TA,LB,LBA,TCK,TB,MT,OFG,OFH,ER,TO,FTF,MG,KM,KD,PC,SB,SO,FDO,SAI,EFIG,name,points_last_round,avg_points,TOG,T,TS,G,FG,TA,LB,LBA,TCK,TB,MT,OFG,OFH,ER,TO,FTF,MG,KM,KD,PC,SB,SO,FDO,SAI,EFIG,name,points_last_round,avg_points,TOG,T,TS,G,FG,TA,LB,LBA,TCK,TB,MT,OFG,OFH,ER,TO,FTF,MG,KM,KD,PC,SB,SO,FDO,SAI,EFIG,name,points_last_round,avg_points,TOG,T,TS,G,FG,TA,LB,LBA,TCK,TB,MT,OFG,OFH,ER,TO,FTF,MG,KM,KD,PC,SB,SO,FDO,SAI,EFIG,name,points_last_round,avg_points,TOG,T,TS,G,FG,TA,LB,LBA,TCK,TB,MT,OFG,OFH,ER,TO,FTF,MG,KM,KD,PC,SB,SO,FDO,SAI,EFIG,name,points_last_round,avg_points,TOG,T,TS,G,FG,TA,LB,LBA,TCK,TB,MT,OFG,OFH,ER,TO,FTF,MG,KM,KD,PC,SB,SO,FDO,SAI,EFIG,name,points_last_round,avg_points,TOG,T,TS,G,FG,TA,LB,LBA,TCK,TB,MT,OFG,OFH,ER,TO,FTF,MG,KM,KD,PC,SB,SO,FDO,SAI,EFIG,name,points_last_round,avg_points,TOG,T,TS,G,FG,TA,LB,LBA,TCK,TB,MT,OFG,OFH,ER,TO,FTF,MG,KM,KD,PC,SB,SO,FDO,SAI,EFIG,name,points_last_round,avg_points,TOG,T,TS,G,FG,TA,LB,LBA,TCK,TB,MT,OFG,OFH,ER,TO,FTF,MG,KM,KD,PC,SB,SO,FDO,SAI,EFIG,name,points_last_round,avg_points,TOG,T,TS,G,FG,TA,LB,LBA,TCK,TB,MT,OFG,OFH,ER,TO,FTF,MG,KM,KD,PC,SB,SO,FDO,SAI,EFIG,name,points_last_round,avg_points,TOG,T,TS,G,FG,TA,LB,LBA,TCK,TB,MT,OFG,OFH,ER,TO,FTF,MG,KM,KD,PC,SB,SO,FDO,SAI,EFIG,name,points_last_round,avg_points,TOG,T,TS,G,FG,TA,LB,LBA,TCK,TB,MT,OFG,OFH,ER,TO,FTF,MG,KM,KD,PC,SB,SO,FDO,SAI,EFIG,name,points_last_round,avg_points,TOG,T,TS,G,FG,TA,LB,LBA,TCK,TB,MT,OFG,OFH,ER,TO,FTF,MG,KM,KD,PC,SB,SO,FDO,SAI,EFIG,name,points_last_round,avg_points,TOG,T,TS,G,FG,TA,LB,LBA,TCK,TB,MT,OFG,OFH,ER,TO,FTF,MG,KM,KD,PC,SB,SO,FDO,SAI,EFIG,name,points_last_round,avg_points,TOG,T,TS,G,FG,TA,LB,LBA,TCK,TB,MT,OFG,OFH,ER,TO,FTF,MG,KM,KD,PC,SB,SO,FDO,SAI,EFIG,name,points_last_round,avg_points,TOG,T,TS,G,FG,TA,LB,LBA,TCK,TB,MT,OFG,OFH,ER,TO,FTF,MG,KM,KD,PC,SB,SO,FDO,SAI,EFIG,name,points_last_round,avg_points,TOG,T,TS,G,FG,TA,LB,LBA,TCK,TB,MT,OFG,OFH,ER,TO,FTF,MG,KM,KD,PC,SB,SO,FDO,SAI,EFIG,name,points_last_round,avg_points,TOG,T,TS,G,FG,TA,LB,LBA,TCK,TB,MT,OFG,OFH,ER,TO,FTF,MG,KM,KD,PC,SB,SO,FDO,SAI,EFIG,name,points_last_round,avg_points,TOG,T,TS,G,FG,TA,LB,LBA,TCK,TB,MT,OFG,OFH,ER,TO,FTF,MG,KM,KD,PC,SB,SO,FDO,SAI,EFIG,name,points_last_round,avg_points,TOG,T,TS,G,FG,TA,LB,LBA,TCK,TB,MT,OFG,OFH,ER,TO,FTF,MG,KM,KD,PC,SB,SO,FDO,SAI,EFIG,name,points_last_round,avg_points,TOG,T,TS,G,FG,TA,LB,LBA,TCK,TB,MT,OFG,OFH,ER,TO,FTF,MG,KM,KD,PC,SB,SO,FDO,SAI,EFIG,name,points_last_round,avg_points,TOG,T,TS,G,FG,TA,LB,LBA,TCK,TB,MT,OFG,OFH,ER,TO,FTF,MG,KM,KD,PC,SB,SO,FDO,SAI,EFIG
W. Warbrick
MEL @ BRI | WFB
$500K  |  $50k ( -$5k ), -$5k ,35,36.4,,,,,,,,,15,4,-4,,4,-2,4,,12,,,,,,2,,, -$5k ,35,36.4,,,,,,,,,15,4,-4,,4,-2,4,,12,,,,,,2,,, -$5k ,35,36.4,,,,,,,,,15,4,-4,,4,-2,4,,12,,,,,,2,,, -$5k ,35,36.4,,,,,,,,,15,4,-4,,4,-2,4,,12,,,,,,2,,, -$5k ,35,36.4,,,,,,,,,15,4,-4,,4,-2,4,,12,,,,,,2,,, -$5k ,35,36.4,,,,,,,,,15,4,-4,,4,-2,4,,12,,,,,,2,,, -$5k ,35,36.4,,,,,,,,,15,4,-4,,4,-2,4,,12,,,,,,2,,, -$5k ,35,36.4,,,,,,,,,15,4,-4,,4,-2,4,,12,,,,,,2,,, -$5k ,35,36.4,,,,,,,,,15,4,-4,,4,-2,4,,12,,,,,,2,,, -$5k ,35,36.4,,,,,,,,,15,4,-4,,4,-2,4,,12,,,,,,2,,, -$5k ,35,36.4,,,,,,,,,15,4,-4,,4,-2,4,,12,,,,,,2,,, -$5k ,35,36.4,,,,,,,,,15,4,-4,,4,-2,4,,12,,,,,,2,,, -$5k ,35,36.4,,,,,,,,,15,4,-4,,4,-2,4,,12,,,,,,2,,, -$5k ,35,36.4,,,,,,,,,15,4,-4,,4,-2,4,,12,,,,,,2,,, -$5k ,35,36.4,,,,,,,,,15,4,-4,,4,-2,4,,12,,,,,,2,,, -$5k ,35,36.4,,,,,,,,,15,4,-4,,4,-2,4,,12,,,,,,2,,, -$5k ,35,36.4,,,,,,,,,15,4,-4,,4,-2,4,,12,,,,,,2,,, -$5k ,35,36.4,,,,,,,,,15,4,-4,,4,-2,4,,12,,,,,,2,,, -$5k ,35,36.4,,,,,,,,,15,4,-4,,4,-2,4,,12,,,,,,2,,, -$5k ,35,36.4,,,,,,,,,15,4,-4,,4,-2,4,,12,,,,,,2,,, -$5k ,35,36.4,,,,,,,,,15,4,-4,,4,-2,4,,12,,,,,,2,,, -$5k ,35,36.4,,,,,,,,,15,4,-4,,4,-2,4,,12,,,,,,2,,, -$5k ,35,36.4,,,,,,,,,15,4,-4,,4,-2,4,,12,,,,,,2,,, -$5k ,35,36.4,,,,,,,,,15,4,-4,,4,-2,4,,12,,,,,,2,,, -$5k ,35,36.4,,,,,,,,,15,4,-4,,4,-2,4,,12,,,,,,2,,, -$5k ,35,36.4,,,,,,,,,15,4,-4,,4,-2,4,,12,,,,,,2,,, -$5k ,35,36.4,,,,,,,,,15,4,-4,,4,-2,4,,12,,,,,,2,,, -$5k ,35,36.4,,,,,,,,,15,4,-4,,4,-2,4,,12,,,,,,2,,, -$5k ,35,36.4,,,,,,,,,15,4,-4,,4,-2,4,,12,,,,,,2,,, -$5k ,35,36.4,,,,,,,,,15,4,-4,,4,-2,4,,12,,,,,,2,,, -$5k ,35,36.4,,,,,,,,,15,4,-4,,4,-2,4,,12,,,,,,2,,, -$5k ,35,36.4,,,,,,,,,15,4,-4,,4,-2,4,,12,,,,,,2,,, -$5k ,35,36.4,,,,,,,,,15,4,-4,,4,-2,4,,12,,,,,,2,,, -$5k ,35,36.4,,,,,,,,,15,4,-4,,4,-2,4,,12,,,,,,2,,, -$5k ,35,36.4,,,,,,,,,15,4,-4,,4,-2,4,,12,,,,,,2,,
X. Coates
MEL @ BRI | WFB
$424K  |  $29k ( -$13k ), -$13k ,35,33.7,,8,,,,,4,,1,8,,,,-2,,,12,,2,,,,,,2, -$13k ,35,33.7,,8,,,,,4,,1,8,,,,-2,,,12,,2,,,,,,2, -$13k ,35,33.7,,8,,,,,4,,1,8,,,,-2,,,12,,2,,,,,,2, -$13k ,35,33.7,,8,,,,,4,,1,8,,,,-2,,,12,,2,,,,,,2, -$13k ,35,33.7,,8,,,,,4,,1,8,,,,-2,,,12,,2,,,,,,2, -$13k ,35,33.7,,8,,,,,4,,1,8,,,,-2,,,12,,2,,,,,,2, -$13k ,35,33.7,,8,,,,,4,,1,8,,,,-2,,,12,,2,,,,,,2, -$13k ,35,33.7,,8,,,,,4,,1,8,,,,-2,,,12,,2,,,,,,2, -$13k ,35,33.7,,8,,,,,4,,1,8,,,,-2,,,12,,2,,,,,,2, -$13k ,35,33.7,,8,,,,,4,,1,8,,,,-2,,,12,,2,,,,,,2, -$13k ,35,33.7,,8,,,,,4,,1,8,,,,-2,,,12,,2,,,,,,2, -$13k ,35,33.7,,8,,,,,4,,1,8,,,,-2,,,12,,2,,,,,,2, -$13k ,35,33.7,,8,,,,,4,,1,8,,,,-2,,,12,,2,,,,,,2, -$13k ,35,33.7,,8,,,,,4,,1,8,,,,-2,,,12,,2,,,,,,2, -$13k ,35,33.7,,8,,,,,4,,1,8,,,,-2,,,12,,2,,,,,,2, -$13k ,35,33.7,,8,,,,,4,,1,8,,,,-2,,,12,,2,,,,,,2, -$13k ,35,33.7,,8,,,,,4,,1,8,,,,-2,,,12,,2,,,,,,2, -$13k ,35,33.7,,8,,,,,4,,1,8,,,,-2,,,12,,2,,,,,,2, -$13k ,35,33.7,,8,,,,,4,,1,8,,,,-2,,,12,,2,,,,,,2, -$13k ,35,33.7,,8,,,,,4,,1,8,,,,-2,,,12,,2,,,,,,2, -$13k ,35,33.7,,8,,,,,4,,1,8,,,,-2,,,12,,2,,,,,,2, -$13k ,35,33.7,,8,,,,,4,,1,8,,,,-2,,,12,,2,,,,,,2, -$13k ,35,33.7,,8,,,,,4,,1,8,,,,-2,,,12,,2,,,,,,2, -$13k ,35,33.7,,8,,,,,4,,1,8,,,,-2,,,12,,2,,,,,,2, -$13k ,35,33.7,,8,,,,,4,,1,8,,,,-2,,,12,,2,,,,,,2, -$13k ,35,33.7,,8,,,,,4,,1,8,,,,-2,,,12,,2,,,,,,2, -$13k ,35,33.7,,8,,,,,4,,1,8,,,,-2,,,12,,2,,,,,,2, -$13k ,35,33.7,,8,,,,,4,,1,8,,,,-2,,,12,,2,,,,,,2, -$13k ,35,33.7,,8,,,,,4,,1,8,,,,-2,,,12,,2,,,,,,2, -$13k ,35,33.7,,8,,,,,4,,1,8,,,,-2,,,12,,2,,,,,,2, -$13k ,35,33.7,,8,,,,,4,,1,8,,,,-2,,,12,,2,,,,,,2, -$13k ,35,33.7,,8,,,,,4,,1,8,,,,-2,,,12,,2,,,,,,2, -$13k ,35,33.7,,8,,,,,4,,1,8,,,,-2,,,12,,2,,,,,,2, -$13k ,35,33.7,,8,,,,,4,,1,8,,,,-2,,,12,,2,,,,,,2, -$13k ,35,33.7,,8,,,,,4,,1,8,,,,-2,,,12,,2,,,,,,2
N. Asofa-Solomona
MEL @ BRI | MID, EDG
$433K  |  -$131k ( $16k ), $16k ,33,28.6,,,,,,,,,13,6,-4,,8,-2,,,12,,,,,,,,, $16k ,33,28.6,,,,,,,,,13,6,-4,,8,-2,,,12,,,,,,,,, $16k ,33,28.6,,,,,,,,,13,6,-4,,8,-2,,,12,,,,,,,,, $16k ,33,28.6,,,,,,,,,13,6,-4,,8,-2,,,12,,,,,,,,, $16k ,33,28.6,,,,,,,,,13,6,-4,,8,-2,,,12,,,,,,,,, $16k ,33,28.6,,,,,,,,,13,6,-4,,8,-2,,,12,,,,,,,,, $16k ,33,28.6,,,,,,,,,13,6,-4,,8,-2,,,12,,,,,,,,, $16k ,33,28.6,,,,,,,,,13,6,-4,,8,-2,,,12,,,,,,,,, $16k ,33,28.6,,,,,,,,,13,6,-4,,8,-2,,,12,,,,,,,,, $16k ,33,28.6,,,,,,,,,13,6,-4,,8,-2,,,12,,,,,,,,, $16k ,33,28.6,,,,,,,,,13,6,-4,,8,-2,,,12,,,,,,,,, $16k ,33,28.6,,,,,,,,,13,6,-4,,8,-2,,,12,,,,,,,,, $16k ,33,28.6,,,,,,,,,13,6,-4,,8,-2,,,12,,,,,,,,, $16k ,33,28.6,,,,,,,,,13,6,-4,,8,-2,,,12,,,,,,,,, $16k ,33,28.6,,,,,,,,,13,6,-4,,8,-2,,,12,,,,,,,,, $16k ,33,28.6,,,,,,,,,13,6,-4,,8,-2,,,12,,,,,,,,, $16k ,33,28.6,,,,,,,,,13,6,-4,,8,-2,,,12,,,,,,,,, $16k ,33,28.6,,,,,,,,,13,6,-4,,8,-2,,,12,,,,,,,,, $16k ,33,28.6,,,,,,,,,13,6,-4,,8,-2,,,12,,,,,,,,, $16k ,33,28.6,,,,,,,,,13,6,-4,,8,-2,,,12,,,,,,,,, $16k ,33,28.6,,,,,,,,,13,6,-4,,8,-2,,,12,,,,,,,,, $16k ,33,28.6,,,,,,,,,13,6,-4,,8,-2,,,12,,,,,,,,, $16k ,33,28.6,,,,,,,,,13,6,-4,,8,-2,,,12,,,,,,,,, $16k ,33,28.6,,,,,,,,,13,6,-4,,8,-2,,,12,,,,,,,,, $16k ,33,28.6,,,,,,,,,13,6,-4,,8,-2,,,12,,,,,,,,, $16k ,33,28.6,,,,,,,,,13,6,-4,,8,-2,,,12,,,,,,,,, $16k ,33,28.6,,,,,,,,,13,6,-4,,8,-2,,,12,,,,,,,,, $16k ,33,28.6,,,,,,,,,13,6,-4,,8,-2,,,12,,,,,,,,, $16k ,33,28.6,,,,,,,,,13,6,-4,,8,-2,,,12,,,,,,,,, $16k ,33,28.6,,,,,,,,,13,6,-4,,8,-2,,,12,,,,,,,,, $16k ,33,28.6,,,,,,,,,13,6,-4,,8,-2,,,12,,,,,,,,, $16k ,33,28.6,,,,,,,,,13,6,-4,,8,-2,,,12,,,,,,,,, $16k ,33,28.6,,,,,,,,,13,6,-4,,8,-2,,,12,,,,,,,,, $16k ,33,28.6,,,,,,,,,13,6,-4,,8,-2,,,12,,,,,,,,, $16k ,33,28.6,,,,,,,,,13,6,-4,,8,-2,,,12,,,,,,,,
T. Wishart
MEL @ BRI | HLF, WFB
$563K  |  $313k ( $12k ), $12k ,33,40.3,,,,,,,4,,22,4,,,,-4,,,8,,,,,,,-1,, $12k ,33,40.3,,,,,,,4,,22,4,,,,-4,,,8,,,,,,,-1,, $12k ,33,40.3,,,,,,,4,,22,4,,,,-4,,,8,,,,,,,-1,, $12k ,33,40.3,,,,,,,4,,22,4,,,,-4,,,8,,,,,,,-1,, $12k ,33,40.3,,,,,,,4,,22,4,,,,-4,,,8,,,,,,,-1,, $12k ,33,40.3,,,,,,,4,,22,4,,,,-4,,,8,,,,,,,-1,, $12k ,33,40.3,,,,,,,4,,22,4,,,,-4,,,8,,,,,,,-1,, $12k ,33,40.3,,,,,,,4,,22,4,,,,-4,,,8,,,,,,,-1,, $12k ,33,40.3,,,,,,,4,,22,4,,,,-4,,,8,,,,,,,-1,, $12k ,33,40.3,,,,,,,4,,22,4,,,,-4,,,8,,,,,,,-1,, $12k ,33,40.3,,,,,,,4,,22,4,,,,-4,,,8,,,,,,,-1,, $12k ,33,40.3,,,,,,,4,,22,4,,,,-4,,,8,,,,,,,-1,, $12k ,33,40.3,,,,,,,4,,22,4,,,,-4,,,8,,,,,,,-1,, $12k ,33,40.3,,,,,,,4,,22,4,,,,-4,,,8,,,,,,,-1,, $12k ,33,40.3,,,,,,,4,,22,4,,,,-4,,,8,,,,,,,-1,, $12k ,33,40.3,,,,,,,4,,22,4,,,,-4,,,8,,,,,,,-1,, $12k ,33,40.3,,,,,,,4,,22,4,,,,-4,,,8,,,,,,,-1,, $12k ,33,40.3,,,,,,,4,,22,4,,,,-4,,,8,,,,,,,-1,, $12k ,33,40.3,,,,,,,4,,22,4,,,,-4,,,8,,,,,,,-1,, $12k ,33,40.3,,,,,,,4,,22,4,,,,-4,,,8,,,,,,,-1,, $12k ,33,40.3,,,,,,,4,,22,4,,,,-4,,,8,,,,,,,-1,, $12k ,33,40.3,,,,,,,4,,22,4,,,,-4,,,8,,,,,,,-1,, $12k ,33,40.3,,,,,,,4,,22,4,,,,-4,,,8,,,,,,,-1,, $12k ,33,40.3,,,,,,,4,,22,4,,,,-4,,,8,,,,,,,-1,, $12k ,33,40.3,,,,,,,4,,22,4,,,,-4,,,8,,,,,,,-1,, $12k ,33,40.3,,,,,,,4,,22,4,,,,-4,,,8,,,,,,,-1,, $12k ,33,40.3,,,,,,,4,,22,4,,,,-4,,,8,,,,,,,-1,, $12k ,33,40.3,,,,,,,4,,22,4,,,,-4,,,8,,,,,,,-1,, $12k ,33,40.3,,,,,,,4,,22,4,,,,-4,,,8,,,,,,,-1,, $12k ,33,40.3,,,,,,,4,,22,4,,,,-4,,,8,,,,,,,-1,, $12k ,33,40.3,,,,,,,4,,22,4,,,,-4,,,8,,,,,,,-1,, $12k ,33,40.3,,,,,,,4,,22,4,,,,-4,,,8,,,,,,,-1,, $12k ,33,40.3,,,,,,,4,,22,4,,,,-4,,,8,,,,,,,-1,, $12k ,33,40.3,,,,,,,4,,22,4,,,,-4,,,8,,,,,,,-1,, $12k ,33,40.3,,,,,,,4,,22,4,,,,-4,,,8,,,,,,,-1,
S. Cobbo
BRI v MEL | WFB, CTR
$503K  |  -$65k ( -$20k ), -$20k ,31,41.2,,,,,,5,,2,9,4,-4,,8,,,,6,,1,,,,,,, -$20k ,31,41.2,,,,,,5,,2,9,4,-4,,8,,,,6,,1,,,,,,, -$20k ,31,41.2,,,,,,5,,2,9,4,-4,,8,,,,6,,1,,,,,,, -$20k ,31,41.2,,,,,,5,,2,9,4,-4,,8,,,,6,,1,,,,,,, -$20k ,31,41.2,,,,,,5,,2,9,4,-4,,8,,,,6,,1,,,,,,, -$20k ,31,41.2,,,,,,5,,2,9,4,-4,,8,,,,6,,1,,,,,,, -$20k ,31,41.2,,,,,,5,,2,9,4,-4,,8,,,,6,,1,,,,,,, -$20k ,31,41.2,,,,,,5,,2,9,4,-4,,8,,,,6,,1,,,,,,, -$20k ,31,41.2,,,,,,5,,2,9,4,-4,,8,,,,6,,1,,,,,,, -$20k ,31,41.2,,,,,,5,,2,9,4,-4,,8,,,,6,,1,,,,,,, -$20k ,31,41.2,,,,,,5,,2,9,4,-4,,8,,,,6,,1,,,,,,, -$20k ,31,41.2,,,,,,5,,2,9,4,-4,,8,,,,6,,1,,,,,,, -$20k ,31,41.2,,,,,,5,,2,9,4,-4,,8,,,,6,,1,,,,,,, -$20k ,31,41.2,,,,,,5,,2,9,4,-4,,8,,,,6,,1,,,,,,, -$20k ,31,41.2,,,,,,5,,2,9,4,-4,,8,,,,6,,1,,,,,,, -$20k ,31,41.2,,,,,,5,,2,9,4,-4,,8,,,,6,,1,,,,,,, -$20k ,31,41.2,,,,,,5,,2,9,4,-4,,8,,,,6,,1,,,,,,, -$20k ,31,41.2,,,,,,5,,2,9,4,-4,,8,,,,6,,1,,,,,,, -$20k ,31,41.2,,,,,,5,,2,9,4,-4,,8,,,,6,,1,,,,,,, -$20k ,31,41.2,,,,,,5,,2,9,4,-4,,8,,,,6,,1,,,,,,, -$20k ,31,41.2,,,,,,5,,2,9,4,-4,,8,,,,6,,1,,,,,,, -$20k ,31,41.2,,,,,,5,,2,9,4,-4,,8,,,,6,,1,,,,,,, -$20k ,31,41.2,,,,,,5,,2,9,4,-4,,8,,,,6,,1,,,,,,, -$20k ,31,41.2,,,,,,5,,2,9,4,-4,,8,,,,6,,1,,,,,,, -$20k ,31,41.2,,,,,,5,,2,9,4,-4,,8,,,,6,,1,,,,,,, -$20k ,31,41.2,,,,,,5,,2,9,4,-4,,8,,,,6,,1,,,,,,, -$20k ,31,41.2,,,,,,5,,2,9,4,-4,,8,,,,6,,1,,,,,,, -$20k ,31,41.2,,,,,,5,,2,9,4,-4,,8,,,,6,,1,,,,,,, -$20k ,31,41.2,,,,,,5,,2,9,4,-4,,8,,,,6,,1,,,,,,, -$20k ,31,41.2,,,,,,5,,2,9,4,-4,,8,,,,6,,1,,,,,,, -$20k ,31,41.2,,,,,,5,,2,9,4,-4,,8,,,,6,,1,,,,,,, -$20k ,31,41.2,,,,,,5,,2,9,4,-4,,8,,,,6,,1,,,,,,, -$20k ,31,41.2,,,,,,5,,2,9,4,-4,,8,,,,6,,1,,,,,,, -$20k ,31,41.2,,,,,,5,,2,9,4,-4,,8,,,,6,,1,,,,,,, -$20k ,31,41.2,,,,,,5,,2,9,4,-4,,8,,,,6,,1,,,,,,
A. MacDonald
MEL @ BRI | MID
$394K  |  $25k ( $29k ), $29k ,30,29.3,,,,,,,,,19,4,-2,,,,,,9,,,,,,,,, $29k ,30,29.3,,,,,,,,,19,4,-2,,,,,,9,,,,,,,,, $29k ,30,29.3,,,,,,,,,19,4,-2,,,,,,9,,,,,,,,, $29k ,30,29.3,,,,,,,,,19,4,-2,,,,,,9,,,,,,,,, $29k ,30,29.3,,,,,,,,,19,4,-2,,,,,,9,,,,,,,,, $29k ,30,29.3,,,,,,,,,19,4,-2,,,,,,9,,,,,,,,, $29k ,30,29.3,,,,,,,,,19,4,-2,,,,,,9,,,,,,,,, $29k ,30,29.3,,,,,,,,,19,4,-2,,,,,,9,,,,,,,,, $29k ,30,29.3,,,,,,,,,19,4,-2,,,,,,9,,,,,,,,, $29k ,30,29.3,,,,,,,,,19,4,-2,,,,,,9,,,,,,,,, $29k ,30,29.3,,,,,,,,,19,4,-2,,,,,,9,,,,,,,,, $29k ,30,29.3,,,,,,,,,19,4,-2,,,,,,9,,,,,,,,, $29k ,30,29.3,,,,,,,,,19,4,-2,,,,,,9,,,,,,,,, $29k ,30,29.3,,,,,,,,,19,4,-2,,,,,,9,,,,,,,,, $29k ,30,29.3,,,,,,,,,19,4,-2,,,,,,9,,,,,,,,, $29k ,30,29.3,,,,,,,,,19,4,-2,,,,,,9,,,,,,,,, $29k ,30,29.3,,,,,,,,,19,4,-2,,,,,,9,,,,,,,,, $29k ,30,29.3,,,,,,,,,19,4,-2,,,,,,9,,,,,,,,, $29k ,30,29.3,,,,,,,,,19,4,-2,,,,,,9,,,,,,,,, $29k ,30,29.3,,,,,,,,,19,4,-2,,,,,,9,,,,,,,,, $29k ,30,29.3,,,,,,,,,19,4,-2,,,,,,9,,,,,,,,, $29k ,30,29.3,,,,,,,,,19,4,-2,,,,,,9,,,,,,,,, $29k ,30,29.3,,,,,,,,,19,4,-2,,,,,,9,,,,,,,,, $29k ,30,29.3,,,,,,,,,19,4,-2,,,,,,9,,,,,,,,, $29k ,30,29.3,,,,,,,,,19,4,-2,,,,,,9,,,,,,,,, $29k ,30,29.3,,,,,,,,,19,4,-2,,,,,,9,,,,,,,,, $29k ,30,29.3,,,,,,,,,19,4,-2,,,,,,9,,,,,,,,, $29k ,30,29.3,,,,,,,,,19,4,-2,,,,,,9,,,,,,,,, $29k ,30,29.3,,,,,,,,,19,4,-2,,,,,,9,,,,,,,,, $29k ,30,29.3,,,,,,,,,19,4,-2,,,,,,9,,,,,,,,, $29k ,30,29.3,,,,,,,,,19,4,-2,,,,,,9,,,,,,,,, $29k ,30,29.3,,,,,,,,,19,4,-2,,,,,,9,,,,,,,,, $29k ,30,29.3,,,,,,,,,19,4,-2,,,,,,9,,,,,,,,, $29k ,30,29.3,,,,,,,,,19,4,-2,,,,,,9,,,,,,,,, $29k ,30,29.3,,,,,,,,,19,4,-2,,,,,,9,,,,,,,,
J. Rogers
BRI v MEL | HLF
