Player,name,points_last_round,avg_points,TOG,T,TS,G,FG,TA,LB,LBA,TCK,TB,MT,OFG,OFH,ER,TO,FTF,MG,KM,KD,PC,SB,SO,FDO,SAI,EFIG,name,points_last_round,avg_points,TOG,T,TS,G,FG,TA,LB,LBA,TCK,TB,MT,OFG,OFH,ER,TO,FTF,MG,KM,KD,PC,SB,SO,FDO,SAI,EFIG,name,points_last_round,avg_points,TOG,T,TS,G,FG,TA,LB,LBA,TCK,TB,MT,OFG,OFH,ER,TO,FTF,MG,KM,KD,PC,SB,SO,FDO,SAI,EFIG,name,points_last_round,avg_points,TOG,T,TS,G,FG,TA,LB,LBA,TCK,TB,MT,OFG,OFH,ER,TO,FTF,MG,KM,KD,PC,SB,SO,FDO,SAI,EFIG,name,points_last_round,avg_points,TOG,T,TS,G,FG,TA,LB,LBA,TCK,TB,MT,OFG,OFH,ER,TO,FTF,MG,KM,KD,PC,SB,SO,FDO,SAI,EFIG,name,points_last_round,avg_points,TOG,T,TS,G,FG,TA,LB,LBA,TCK,TB,MT,OFG,OFH,ER,TO,FTF,MG,KM,KD,PC,SB,SO,FDO,SAI,EFIG,name,points_last_round,avg_points,TOG,T,TS,G,FG,TA,LB,LBA,TCK,TB,MT,OFG,OFH,ER,TO,FTF,MG,KM,KD,PC,SB,SO,FDO,SAI,EFIG,name,points_last_round,avg_points,TOG,T,TS,G,FG,TA,LB,LBA,TCK,TB,MT,OFG,OFH,ER,TO,FTF,MG,KM,KD,PC,SB,SO,FDO,SAI,EFIG,name,points_last_round,avg_points,TOG,T,TS,G,FG,TA,LB,LBA,TCK,TB,MT,OFG,OFH,ER,TO,FTF,MG,KM,KD,PC,SB,SO,FDO,SAI,EFIG,name,points_last_round,avg_points,TOG,T,TS,G,FG,TA,LB,LBA,TCK,TB,MT,OFG,OFH,ER,TO,FTF,MG,KM,KD,PC,SB,SO,FDO,SAI,EFIG,name,points_last_round,avg_points,TOG,T,TS,G,FG,TA,LB,LBA,TCK,TB,MT,OFG,OFH,ER,TO,FTF,MG,KM,KD,PC,SB,SO,FDO,SAI,EFIG,name,points_last_round,avg_points,TOG,T,TS,G,FG,TA,LB,LBA,TCK,TB,MT,OFG,OFH,ER,TO,FTF,MG,KM,KD,PC,SB,SO,FDO,SAI,EFIG,name,points_last_round,avg_points,TOG,T,TS,G,FG,TA,LB,LBA,TCK,TB,MT,OFG,OFH,ER,TO,FTF,MG,KM,KD,PC,SB,SO,FDO,SAI,EFIG,name,points_last_round,avg_points,TOG,T,TS,G,FG,TA,LB,LBA,TCK,TB,MT,OFG,OFH,ER,TO,FTF,MG,KM,KD,PC,SB,SO,FDO,SAI,EFIG,name,points_last_round,avg_points,TOG,T,TS,G,FG,TA,LB,LBA,TCK,TB,MT,OFG,OFH,ER,TO,FTF,MG,KM,KD,PC,SB,SO,FDO,SAI,EFIG,name,points_last_round,avg_points,TOG,T,TS,G,FG,TA,LB,LBA,TCK,TB,MT,OFG,OFH,ER,TO,FTF,MG,KM,KD,PC,SB,SO,FDO,SAI,EFIG,name,points_last_round,avg_points,TOG,T,TS,G,FG,TA,LB,LBA,TCK,TB,MT,OFG,OFH,ER,TO,FTF,MG,KM,KD,PC,SB,SO,FDO,SAI,EFIG,name,points_last_round,avg_points,TOG,T,TS,G,FG,TA,LB,LBA,TCK,TB,MT,OFG,OFH,ER,TO,FTF,MG,KM,KD,PC,SB,SO,FDO,SAI,EFIG,name,points_last_round,avg_points,TOG,T,TS,G,FG,TA,LB,LBA,TCK,TB,MT,OFG,OFH,ER,TO,FTF,MG,KM,KD,PC,SB,SO,FDO,SAI,EFIG,name,points_last_round,avg_points,TOG,T,TS,G,FG,TA,LB,LBA,TCK,TB,MT,OFG,OFH,ER,TO,FTF,MG,KM,KD,PC,SB,SO,FDO,SAI,EFIG,name,points_last_round,avg_points,TOG,T,TS,G,FG,TA,LB,LBA,TCK,TB,MT,OFG,OFH,ER,TO,FTF,MG,KM,KD,PC,SB,SO,FDO,SAI,EFIG,name,points_last_round,avg_points,TOG,T,TS,G,FG,TA,LB,LBA,TCK,TB,MT,OFG,OFH,ER,TO,FTF,MG,KM,KD,PC,SB,SO,FDO,SAI,EFIG,name,points_last_round,avg_points,TOG,T,TS,G,FG,TA,LB,LBA,TCK,TB,MT,OFG,OFH,ER,TO,FTF,MG,KM,KD,PC,SB,SO,FDO,SAI,EFIG,name,points_last_round,avg_points,TOG,T,TS,G,FG,TA,LB,LBA,TCK,TB,MT,OFG,OFH,ER,TO,FTF,MG,KM,KD,PC,SB,SO,FDO,SAI,EFIG,name,points_last_round,avg_points,TOG,T,TS,G,FG,TA,LB,LBA,TCK,TB,MT,OFG,OFH,ER,TO,FTF,MG,KM,KD,PC,SB,SO,FDO,SAI,EFIG,name,points_last_round,avg_points,TOG,T,TS,G,FG,TA,LB,LBA,TCK,TB,MT,OFG,OFH,ER,TO,FTF,MG,KM,KD,PC,SB,SO,FDO,SAI,EFIG,name,points_last_round,avg_points,TOG,T,TS,G,FG,TA,LB,LBA,TCK,TB,MT,OFG,OFH,ER,TO,FTF,MG,KM,KD,PC,SB,SO,FDO,SAI,EFIG,name,points_last_round,avg_points,TOG,T,TS,G,FG,TA,LB,LBA,TCK,TB,MT,OFG,OFH,ER,TO,FTF,MG,KM,KD,PC,SB,SO,FDO,SAI,EFIG,name,points_last_round,avg_points,TOG,T,TS,G,FG,TA,LB,LBA,TCK,TB,MT,OFG,OFH,ER,TO,FTF,MG,KM,KD,PC,SB,SO,FDO,SAI,EFIG,name,points_last_round,avg_points,TOG,T,TS,G,FG,TA,LB,LBA,TCK,TB,MT,OFG,OFH,ER,TO,FTF,MG,KM,KD,PC,SB,SO,FDO,SAI,EFIG,name,points_last_round,avg_points,TOG,T,TS,G,FG,TA,LB,LBA,TCK,TB,MT,OFG,OFH,ER,TO,FTF,MG,KM,KD,PC,SB,SO,FDO,SAI,EFIG,name,points_last_round,avg_points,TOG,T,TS,G,FG,TA,LB,LBA,TCK,TB,MT,OFG,OFH,ER,TO,FTF,MG,KM,KD,PC,SB,SO,FDO,SAI,EFIG,name,points_last_round,avg_points,TOG,T,TS,G,FG,TA,LB,LBA,TCK,TB,MT,OFG,OFH,ER,TO,FTF,MG,KM,KD,PC,SB,SO,FDO,SAI,EFIG,name,points_last_round,avg_points,TOG,T,TS,G,FG,TA,LB,LBA,TCK,TB,MT,OFG,OFH,ER,TO,FTF,MG,KM,KD,PC,SB,SO,FDO,SAI,EFIG,name,points_last_round,avg_points,TOG,T,TS,G,FG,TA,LB,LBA,TCK,TB,MT,OFG,OFH,ER,TO,FTF,MG,KM,KD,PC,SB,SO,FDO,SAI,EFIG
W. Warbrick
MEL @ BRI | WFB
T. Paseka
MAN v CRO | MID
$454K  |  -$115k ( $6k ), $6k ,31,35.4,,,,,,,,,22,2,-2,,,-2,,,11,,,,,,,,, $6k ,31,35.4,,,,,,,,,22,2,-2,,,-2,,,11,,,,,,,,, $6k ,31,35.4,,,,,,,,,22,2,-2,,,-2,,,11,,,,,,,,, $6k ,31,35.4,,,,,,,,,22,2,-2,,,-2,,,11,,,,,,,,, $6k ,31,35.4,,,,,,,,,22,2,-2,,,-2,,,11,,,,,,,,, $6k ,31,35.4,,,,,,,,,22,2,-2,,,-2,,,11,,,,,,,,, $6k ,31,35.4,,,,,,,,,22,2,-2,,,-2,,,11,,,,,,,,, $6k ,31,35.4,,,,,,,,,22,2,-2,,,-2,,,11,,,,,,,,, $6k ,31,35.4,,,,,,,,,22,2,-2,,,-2,,,11,,,,,,,,, $6k ,31,35.4,,,,,,,,,22,2,-2,,,-2,,,11,,,,,,,,, $6k ,31,35.4,,,,,,,,,22,2,-2,,,-2,,,11,,,,,,,,, $6k ,31,35.4,,,,,,,,,22,2,-2,,,-2,,,11,,,,,,,,, $6k ,31,35.4,,,,,,,,,22,2,-2,,,-2,,,11,,,,,,,,, $6k ,31,35.4,,,,,,,,,22,2,-2,,,-2,,,11,,,,,,,,, $6k ,31,35.4,,,,,,,,,22,2,-2,,,-2,,,11,,,,,,,,, $6k ,31,35.4,,,,,,,,,22,2,-2,,,-2,,,11,,,,,,,,, $6k ,31,35.4,,,,,,,,,22,2,-2,,,-2,,,11,,,,,,,,, $6k ,31,35.4,,,,,,,,,22,2,-2,,,-2,,,11,,,,,,,,, $6k ,31,35.4,,,,,,,,,22,2,-2,,,-2,,,11,,,,,,,,, $6k ,31,35.4,,,,,,,,,22,2,-2,,,-2,,,11,,,,,,,,, $6k ,31,35.4,,,,,,,,,22,2,-2,,,-2,,,11,,,,,,,,, $6k ,31,35.4,,,,,,,,,22,2,-2,,,-2,,,11,,,,,,,,, $6k ,31,35.4,,,,,,,,,22,2,-2,,,-2,,,11,,,,,,,,, $6k ,31,35.4,,,,,,,,,22,2,-2,,,-2,,,11,,,,,,,,, $6k ,31,35.4,,,,,,,,,22,2,-2,,,-2,,,11,,,,,,,,, $6k ,31,35.4,,,,,,,,,22,2,-2,,,-2,,,11,,,,,,,,, $6k ,31,35.4,,,,,,,,,22,2,-2,,,-2,,,11,,,,,,,,, $6k ,31,35.4,,,,,,,,,22,2,-2,,,-2,,,11,,,,,,,,, $6k ,31,35.4,,,,,,,,,22,2,-2,,,-2,,,11,,,,,,,,, $6k ,31,35.4,,,,,,,,,22,2,-2,,,-2,,,11,,,,,,,,, $6k ,31,35.4,,,,,,,,,22,2,-2,,,-2,,,11,,,,,,,,, $6k ,31,35.4,,,,,,,,,22,2,-2,,,-2,,,11,,,,,,,,, $6k ,31,35.4,,,,,,,,,22,2,-2,,,-2,,,11,,,,,,,,, $6k ,31,35.4,,,,,,,,,22,2,-2,,,-2,,,11,,,,,,,,, $6k ,31,35.4,,,,,,,,,22,2,-2,,,-2,,,11,,,,,,,,
L. Brooks
MAN v CRO | HLF
$608K  |  $32k ( -$28k ), -$28k ,30,40.8,,,,,,,,,25,2,-8,,,,4,,5,2,,,,,,,, -$28k ,30,40.8,,,,,,,,,25,2,-8,,,,4,,5,2,,,,,,,, -$28k ,30,40.8,,,,,,,,,25,2,-8,,,,4,,5,2,,,,,,,, -$28k ,30,40.8,,,,,,,,,25,2,-8,,,,4,,5,2,,,,,,,, -$28k ,30,40.8,,,,,,,,,25,2,-8,,,,4,,5,2,,,,,,,, -$28k ,30,40.8,,,,,,,,,25,2,-8,,,,4,,5,2,,,,,,,, -$28k ,30,40.8,,,,,,,,,25,2,-8,,,,4,,5,2,,,,,,,, -$28k ,30,40.8,,,,,,,,,25,2,-8,,,,4,,5,2,,,,,,,, -$28k ,30,40.8,,,,,,,,,25,2,-8,,,,4,,5,2,,,,,,,, -$28k ,30,40.8,,,,,,,,,25,2,-8,,,,4,,5,2,,,,,,,, -$28k ,30,40.8,,,,,,,,,25,2,-8,,,,4,,5,2,,,,,,,, -$28k ,30,40.8,,,,,,,,,25,2,-8,,,,4,,5,2,,,,,,,, -$28k ,30,40.8,,,,,,,,,25,2,-8,,,,4,,5,2,,,,,,,, -$28k ,30,40.8,,,,,,,,,25,2,-8,,,,4,,5,2,,,,,,,, -$28k ,30,40.8,,,,,,,,,25,2,-8,,,,4,,5,2,,,,,,,, -$28k ,30,40.8,,,,,,,,,25,2,-8,,,,4,,5,2,,,,,,,, -$28k ,30,40.8,,,,,,,,,25,2,-8,,,,4,,5,2,,,,,,,, -$28k ,30,40.8,,,,,,,,,25,2,-8,,,,4,,5,2,,,,,,,, -$28k ,30,40.8,,,,,,,,,25,2,-8,,,,4,,5,2,,,,,,,, -$28k ,30,40.8,,,,,,,,,25,2,-8,,,,4,,5,2,,,,,,,, -$28k ,30,40.8,,,,,,,,,25,2,-8,,,,4,,5,2,,,,,,,, -$28k ,30,40.8,,,,,,,,,25,2,-8,,,,4,,5,2,,,,,,,, -$28k ,30,40.8,,,,,,,,,25,2,-8,,,,4,,5,2,,,,,,,, -$28k ,30,40.8,,,,,,,,,25,2,-8,,,,4,,5,2,,,,,,,, -$28k ,30,40.8,,,,,,,,,25,2,-8,,,,4,,5,2,,,,,,,, -$28k ,30,40.8,,,,,,,,,25,2,-8,,,,4,,5,2,,,,,,,, -$28k ,30,40.8,,,,,,,,,25,2,-8,,,,4,,5,2,,,,,,,, -$28k ,30,40.8,,,,,,,,,25,2,-8,,,,4,,5,2,,,,,,,, -$28k ,30,40.8,,,,,,,,,25,2,-8,,,,4,,5,2,,,,,,,, -$28k ,30,40.8,,,,,,,,,25,2,-8,,,,4,,5,2,,,,,,,, -$28k ,30,40.8,,,,,,,,,25,2,-8,,,,4,,5,2,,,,,,,, -$28k ,30,40.8,,,,,,,,,25,2,-8,,,,4,,5,2,,,,,,,, -$28k ,30,40.8,,,,,,,,,25,2,-8,,,,4,,5,2,,,,,,,, -$28k ,30,40.8,,,,,,,,,25,2,-8,,,,4,,5,2,,,,,,,, -$28k ,30,40.8,,,,,,,,,25,2,-8,,,,4,,5,2,,,,,,,
R. Hunt
CRO @ MAN | MID
$265K  |  -$90k ( $8k ), $8k ,30,19.4,,,,,,,,,19,6,,,,,,,5,,,,,,,,, $8k ,30,19.4,,,,,,,,,19,6,,,,,,,5,,,,,,,,, $8k ,30,19.4,,,,,,,,,19,6,,,,,,,5,,,,,,,,, $8k ,30,19.4,,,,,,,,,19,6,,,,,,,5,,,,,,,,, $8k ,30,19.4,,,,,,,,,19,6,,,,,,,5,,,,,,,,, $8k ,30,19.4,,,,,,,,,19,6,,,,,,,5,,,,,,,,, $8k ,30,19.4,,,,,,,,,19,6,,,,,,,5,,,,,,,,, $8k ,30,19.4,,,,,,,,,19,6,,,,,,,5,,,,,,,,, $8k ,30,19.4,,,,,,,,,19,6,,,,,,,5,,,,,,,,, $8k ,30,19.4,,,,,,,,,19,6,,,,,,,5,,,,,,,,, $8k ,30,19.4,,,,,,,,,19,6,,,,,,,5,,,,,,,,, $8k ,30,19.4,,,,,,,,,19,6,,,,,,,5,,,,,,,,, $8k ,30,19.4,,,,,,,,,19,6,,,,,,,5,,,,,,,,, $8k ,30,19.4,,,,,,,,,19,6,,,,,,,5,,,,,,,,, $8k ,30,19.4,,,,,,,,,19,6,,,,,,,5,,,,,,,,, $8k ,30,19.4,,,,,,,,,19,6,,,,,,,5,,,,,,,,, $8k ,30,19.4,,,,,,,,,19,6,,,,,,,5,,,,,,,,, $8k ,30,19.4,,,,,,,,,19,6,,,,,,,5,,,,,,,,, $8k ,30,19.4,,,,,,,,,19,6,,,,,,,5,,,,,,,,, $8k ,30,19.4,,,,,,,,,19,6,,,,,,,5,,,,,,,,, $8k ,30,19.4,,,,,,,,,19,6,,,,,,,5,,,,,,,,, $8k ,30,19.4,,,,,,,,,19,6,,,,,,,5,,,,,,,,, $8k ,30,19.4,,,,,,,,,19,6,,,,,,,5,,,,,,,,, $8k ,30,19.4,,,,,,,,,19,6,,,,,,,5,,,,,,,,, $8k ,30,19.4,,,,,,,,,19,6,,,,,,,5,,,,,,,,, $8k ,30,19.4,,,,,,,,,19,6,,,,,,,5,,,,,,,,, $8k ,30,19.4,,,,,,,,,19,6,,,,,,,5,,,,,,,,, $8k ,30,19.4,,,,,,,,,19,6,,,,,,,5,,,,,,,,, $8k ,30,19.4,,,,,,,,,19,6,,,,,,,5,,,,,,,,, $8k ,30,19.4,,,,,,,,,19,6,,,,,,,5,,,,,,,,, $8k ,30,19.4,,,,,,,,,19,6,,,,,,,5,,,,,,,,, $8k ,30,19.4,,,,,,,,,19,6,,,,,,,5,,,,,,,,, $8k ,30,19.4,,,,,,,,,19,6,,,,,,,5,,,,,,,,, $8k ,30,19.4,,,,,,,,,19,6,,,,,,,5,,,,,,,,, $8k ,30,19.4,,,,,,,,,19,6,,,,,,,5,,,,,,,,
K. Lawton
MAN v CRO | EDG, HOK
$519K  |  $251k ( -$6k ), -$6k ,30,29.9,,,,,,,,,31,2,-6,,,-2,,,5,,,,,,,,, -$6k ,30,29.9,,,,,,,,,31,2,-6,,,-2,,,5,,,,,,,,, -$6k ,30,29.9,,,,,,,,,31,2,-6,,,-2,,,5,,,,,,,,, -$6k ,30,29.9,,,,,,,,,31,2,-6,,,-2,,,5,,,,,,,,, -$6k ,30,29.9,,,,,,,,,31,2,-6,,,-2,,,5,,,,,,,,, -$6k ,30,29.9,,,,,,,,,31,2,-6,,,-2,,,5,,,,,,,,, -$6k ,30,29.9,,,,,,,,,31,2,-6,,,-2,,,5,,,,,,,,, -$6k ,30,29.9,,,,,,,,,31,2,-6,,,-2,,,5,,,,,,,,, -$6k ,30,29.9,,,,,,,,,31,2,-6,,,-2,,,5,,,,,,,,, -$6k ,30,29.9,,,,,,,,,31,2,-6,,,-2,,,5,,,,,,,,, -$6k ,30,29.9,,,,,,,,,31,2,-6,,,-2,,,5,,,,,,,,, -$6k ,30,29.9,,,,,,,,,31,2,-6,,,-2,,,5,,,,,,,,, -$6k ,30,29.9,,,,,,,,,31,2,-6,,,-2,,,5,,,,,,,,, -$6k ,30,29.9,,,,,,,,,31,2,-6,,,-2,,,5,,,,,,,,, -$6k ,30,29.9,,,,,,,,,31,2,-6,,,-2,,,5,,,,,,,,, -$6k ,30,29.9,,,,,,,,,31,2,-6,,,-2,,,5,,,,,,,,, -$6k ,30,29.9,,,,,,,,,31,2,-6,,,-2,,,5,,,,,,,,, -$6k ,30,29.9,,,,,,,,,31,2,-6,,,-2,,,5,,,,,,,,, -$6k ,30,29.9,,,,,,,,,31,2,-6,,,-2,,,5,,,,,,,,, -$6k ,30,29.9,,,,,,,,,31,2,-6,,,-2,,,5,,,,,,,,, -$6k ,30,29.9,,,,,,,,,31,2,-6,,,-2,,,5,,,,,,,,, -$6k ,30,29.9,,,,,,,,,31,2,-6,,,-2,,,5,,,,,,,,, -$6k ,30,29.9,,,,,,,,,31,2,-6,,,-2,,,5,,,,,,,,, -$6k ,30,29.9,,,,,,,,,31,2,-6,,,-2,,,5,,,,,,,,, -$6k ,30,29.9,,,,,,,,,31,2,-6,,,-2,,,5,,,,,,,,, -$6k ,30,29.9,,,,,,,,,31,2,-6,,,-2,,,5,,,,,,,,, -$6k ,30,29.9,,,,,,,,,31,2,-6,,,-2,,,5,,,,,,,,, -$6k ,30,29.9,,,,,,,,,31,2,-6,,,-2,,,5,,,,,,,,, -$6k ,30,29.9,,,,,,,,,31,2,-6,,,-2,,,5,,,,,,,,, -$6k ,30,29.9,,,,,,,,,31,2,-6,,,-2,,,5,,,,,,,,, -$6k ,30,29.9,,,,,,,,,31,2,-6,,,-2,,,5,,,,,,,,, -$6k ,30,29.9,,,,,,,,,31,2,-6,,,-2,,,5,,,,,,,,, -$6k ,30,29.9,,,,,,,,,31,2,-6,,,-2,,,5,,,,,,,,, -$6k ,30,29.9,,,,,,,,,31,2,-6,,,-2,,,5,,,,,,,,, -$6k ,30,29.9,,,,,,,,,31,2,-6,,,-2,,,5,,,,,,,,
J. Ramien
CRO @ MAN | CTR
$633K  |  $86k ( -$13k ), -$13k ,29,43.8,,,,,,5,,2,7,10,-2,,,,,,11,,,-4,,,,,, -$13k ,29,43.8,,,,,,5,,2,7,10,-2,,,,,,11,,,-4,,,,,, -$13k ,29,43.8,,,,,,5,,2,7,10,-2,,,,,,11,,,-4,,,,,, -$13k ,29,43.8,,,,,,5,,2,7,10,-2,,,,,,11,,,-4,,,,,, -$13k ,29,43.8,,,,,,5,,2,7,10,-2,,,,,,11,,,-4,,,,,, -$13k ,29,43.8,,,,,,5,,2,7,10,-2,,,,,,11,,,-4,,,,,, -$13k ,29,43.8,,,,,,5,,2,7,10,-2,,,,,,11,,,-4,,,,,, -$13k ,29,43.8,,,,,,5,,2,7,10,-2,,,,,,11,,,-4,,,,,, -$13k ,29,43.8,,,,,,5,,2,7,10,-2,,,,,,11,,,-4,,,,,, -$13k ,29,43.8,,,,,,5,,2,7,10,-2,,,,,,11,,,-4,,,,,, -$13k ,29,43.8,,,,,,5,,2,7,10,-2,,,,,,11,,,-4,,,,,, -$13k ,29,43.8,,,,,,5,,2,7,10,-2,,,,,,11,,,-4,,,,,, -$13k ,29,43.8,,,,,,5,,2,7,10,-2,,,,,,11,,,-4,,,,,, -$13k ,29,43.8,,,,,,5,,2,7,10,-2,,,,,,11,,,-4,,,,,, -$13k ,29,43.8,,,,,,5,,2,7,10,-2,,,,,,11,,,-4,,,,,, -$13k ,29,43.8,,,,,,5,,2,7,10,-2,,,,,,11,,,-4,,,,,, -$13k ,29,43.8,,,,,,5,,2,7,10,-2,,,,,,11,,,-4,,,,,, -$13k ,29,43.8,,,,,,5,,2,7,10,-2,,,,,,11,,,-4,,,,,, -$13k ,29,43.8,,,,,,5,,2,7,10,-2,,,,,,11,,,-4,,,,,, -$13k ,29,43.8,,,,,,5,,2,7,10,-2,,,,,,11,,,-4,,,,,, -$13k ,29,43.8,,,,,,5,,2,7,10,-2,,,,,,11,,,-4,,,,,, -$13k ,29,43.8,,,,,,5,,2,7,10,-2,,,,,,11,,,-4,,,,,, -$13k ,29,43.8,,,,,,5,,2,7,10,-2,,,,,,11,,,-4,,,,,, -$13k ,29,43.8,,,,,,5,,2,7,10,-2,,,,,,11,,,-4,,,,,, -$13k ,29,43.8,,,,,,5,,2,7,10,-2,,,,,,11,,,-4,,,,,, -$13k ,29,43.8,,,,,,5,,2,7,10,-2,,,,,,11,,,-4,,,,,, -$13k ,29,43.8,,,,,,5,,2,7,10,-2,,,,,,11,,,-4,,,,,, -$13k ,29,43.8,,,,,,5,,2,7,10,-2,,,,,,11,,,-4,,,,,, -$13k ,29,43.8,,,,,,5,,2,7,10,-2,,,,,,11,,,-4,,,,,, -$13k ,29,43.8,,,,,,5,,2,7,10,-2,,,,,,11,,,-4,,,,,, -$13k ,29,43.8,,,,,,5,,2,7,10,-2,,,,,,11,,,-4,,,,,, -$13k ,29,43.8,,,,,,5,,2,7,10,-2,,,,,,11,,,-4,,,,,, -$13k ,29,43.8,,,,,,5,,2,7,10,-2,,,,,,11,,,-4,,,,,, -$13k ,29,43.8,,,,,,5,,2,7,10,-2,,,,,,11,,,-4,,,,,, -$13k ,29,43.8,,,,,,5,,2,7,10,-2,,,,,,11,,,-4,,,,,
S. Talakai
CRO @ MAN | CTR, EDG
$374K  |  -$135k ( $2k ), $2k ,29,30.2,,,,,,,,,19,4,-4,,4,,,,8,,,-2,,,,,, $2k ,29,30.2,,,,,,,,,19,4,-4,,4,,,,8,,,-2,,,,,, $2k ,29,30.2,,,,,,,,,19,4,-4,,4,,,,8,,,-2,,,,,, $2k ,29,30.2,,,,,,,,,19,4,-4,,4,,,,8,,,-2,,,,,, $2k ,29,30.2,,,,,,,,,19,4,-4,,4,,,,8,,,-2,,,,,, $2k ,29,30.2,,,,,,,,,19,4,-4,,4,,,,8,,,-2,,,,,, $2k ,29,30.2,,,,,,,,,19,4,-4,,4,,,,8,,,-2,,,,,, $2k ,29,30.2,,,,,,,,,19,4,-4,,4,,,,8,,,-2,,,,,, $2k ,29,30.2,,,,,,,,,19,4,-4,,4,,,,8,,,-2,,,,,, $2k ,29,30.2,,,,,,,,,19,4,-4,,4,,,,8,,,-2,,,,,, $2k ,29,30.2,,,,,,,,,19,4,-4,,4,,,,8,,,-2,,,,,, $2k ,29,30.2,,,,,,,,,19,4,-4,,4,,,,8,,,-2,,,,,, $2k ,29,30.2,,,,,,,,,19,4,-4,,4,,,,8,,,-2,,,,,, $2k ,29,30.2,,,,,,,,,19,4,-4,,4,,,,8,,,-2,,,,,, $2k ,29,30.2,,,,,,,,,19,4,-4,,4,,,,8,,,-2,,,,,, $2k ,29,30.2,,,,,,,,,19,4,-4,,4,,,,8,,,-2,,,,,, $2k ,29,30.2,,,,,,,,,19,4,-4,,4,,,,8,,,-2,,,,,, $2k ,29,30.2,,,,,,,,,19,4,-4,,4,,,,8,,,-2,,,,,, $2k ,29,30.2,,,,,,,,,19,4,-4,,4,,,,8,,,-2,,,,,, $2k ,29,30.2,,,,,,,,,19,4,-4,,4,,,,8,,,-2,,,,,, $2k ,29,30.2,,,,,,,,,19,4,-4,,4,,,,8,,,-2,,,,,, $2k ,29,30.2,,,,,,,,,19,4,-4,,4,,,,8,,,-2,,,,,, $2k ,29,30.2,,,,,,,,,19,4,-4,,4,,,,8,,,-2,,,,,, $2k ,29,30.2,,,,,,,,,19,4,-4,,4,,,,8,,,-2,,,,,, $2k ,29,30.2,,,,,,,,,19,4,-4,,4,,,,8,,,-2,,,,,, $2k ,29,30.2,,,,,,,,,19,4,-4,,4,,,,8,,,-2,,,,,, $2k ,29,30.2,,,,,,,,,19,4,-4,,4,,,,8,,,-2,,,,,, $2k ,29,30.2,,,,,,,,,19,4,-4,,4,,,,8,,,-2,,,,,, $2k ,29,30.2,,,,,,,,,19,4,-4,,4,,,,8,,,-2,,,,,, $2k ,29,30.2,,,,,,,,,19,4,-4,,4,,,,8,,,-2,,,,,, $2k ,29,30.2,,,,,,,,,19,4,-4,,4,,,,8,,,-2,,,,,, $2k ,29,30.2,,,,,,,,,19,4,-4,,4,,,,8,,,-2,,,,,, $2k ,29,30.2,,,,,,,,,19,4,-4,,4,,,,8,,,-2,,,,,, $2k ,29,30.2,,,,,,,,,19,4,-4,,4,,,,8,,,-2,,,,,, $2k ,29,30.2,,,,,,,,,19,4,-4,,4,,,,8,,,-2,,,,,
J. Aloiai
MAN v CRO | MID
